id,sents
2005,A logger is a person who cuts down trees in order that we have wooden objects we need
2006,There are many stars in the night sky.
2007,He put his backpack in the closet.
2008,He drove the car on the ramp
2009,babies drink milk
2010,Children go to the zoo to see animals.
2011,You would eat ice cream for dessert.
2012,All living people have heads.
2013,A typical car has four wheels.
2014,Pigs cannot fly
2015,She ran through the door
2016,he put a dog in a cage
2017,She turned on the television.
2018,Someone can bake cake in oven.
2019,The sun is not blue; its yellow.
2020,Scuba divers can swim with sharks
2021,BIRDS FLY IN THE SKY AND COME TO REST ON TREE BRANCHES.
2022,Amy got a bad grade on her literature paper.
2023,The man upstairs has brown hair.
2024,employees get salary.
2025,I played soccer yesterday
2026,She wore her class ring to school.
2027,The city of New York has many large buildings.
2028,He sent to the theater to see a play.
2029,"Kids love to go to picnic, its fun."
2030,He air in his tires.
2031,She washed the dishes in the kitchen.
2032,She made a phone call to her mother.
2033,People wear clothes
2034,She spoke fluently in both French and Dutch languages
2035,She put her jazz shoes on her feet.
2036,Trees provide cooling shade.
2037,A man had a burrito for breakfast.
2038,He used a pencil to write his answers on the test
2039,She wore high heals to look professional at work.
2040,Cows eat grass.
2041,He painted a portrait with a brush
2042,He drank a milkshake.
2043,His necklace is made of gold.
2044,The man used paint to paint his house.
2045,I rode my horse into town
2046,I wash my clothes in the laundry machine
2047,A forest is a place full of trees.
2048,I sat down on the couch.
2049,She dries her hair using a dryer
2050,He drove his car.
2051,the car engine is powered with gasolin
2052,The actor starred in the film.
2053,He bought new tires for the car.
2054,We are going to drive to Pittsburgh
2055,The dog laid under the sun and took a long nap.
2056,Going to school is for learning
2057,My brother likes to go to bed early
2058,I rode my bike into the house.
2059,The child fell and hit his head on the brick
2060,The woman wore perfume on her date.
2061,She climbed to the top of the stairs.
2062,I looked up at the blue sky.
2063,A bowl is made of ceramic
2064,You can walk on a sandy beach.
2065,I used my phone to call my mother.
2066,A dog is playing with my sister
2067,People use mugs to drink coffee.
2068,A strawberry is a fruit.
2069,He ate a hamburger.
2070,She put on her snow boots to walk in the snow.
2071,You should drink water in order to stay hydrated.
2072,She uses a remote to change the television channel.
2073,He read the newspaper.
2074,She is drinking the beer.
2075,He puts his horse into the barn.
2076,ejaculation during sex is being active during sex
2077,The sun rises in the East
2078,Her sister is a lawyer.
2079,I played video games on the TV
2080,Many children take the bus to school.
2081,"MELISSA GAVE BIRTH TO A BABY GIRL, YESTERDAY."
2082,The horse races across the field.
2083,She sees better with her glasses.
2084,The universe is infinitely large.
2085,He ate fried chicken
2086,He cut the grass.
2087,I ate because I was hungry
2088,He wrote an email to his boss
2089,"Dolphins swim in the ocean, not in lakes."
2090,You would plant seeds to grow a garden.
2091,He turned on his cell phone.
2092,All fathers are older than their biological sons.
2093,The computer ran out of battery
2094,Her grandpa died in Tennessee
2095,Bobby ate a sandwich for lunch.
2096,"Needles are sharp, so you should not touch the tip of them."
2097,She put the shirt in the washing machine.
2098,She put a turkey into the oven to bake.
2099,Dogs like to bark at cats.
2100,Can I borrow your knife to cut the turkey?
2101,Please attach your resume in the email
2102,I watched an advertisement on my television.
2103,She ate the pizza.
2104,He went swimming in the ocean.
2105,She went on vacation.
2106,We ate dinner at the dining room table.
2107,This sentence is neutral.
2108,He will marry her in a church
2109,He wore his coat today.
2110,Frank often reads a book
2111,She completed work on his computer.
2112,"She went to the supermarket, because she was out of food."
2113,She warmed her soup in the microwave.
2114,He painted his house.
2115,China is the most populated country
2116,I will go to the mall today.
2117,I went on a trip to spain.
2118,Kittens are baby cats
2119,Stacy tosses the ball for her dog.
2120,The man brushed his teeth with a toothbrush.
2121,Sarah opened the can of tuna with a can opener.
2122,I like to play poker with my friends
2123,Stan likes to make pasta in the kitchen.
2124,A book is something you read.
2125,the plane is flying in the sky
2126,He wore a tie with his suit.
2127,You are likely to find a Koala on a tree
2128,He put milk in his coffee.
2129,the boy was playing a kite
2130,BETTY BREW 6 CUPS OF COFFEE THIS MORNING.
2131,A child is playing with a toy
2132,If you want to learn German quickly you should practise every day.
2133,She wore sandals to work.
2134,She delivered a baby girl
2135,I put my hat on this morning.
2136,He put oil into his car engine.
2137,She was pregnant.
2138,He brought a present to the party.
2139,The father put a band-aid on his child's scraped knee.
2140,I went to the zoo to see the elephants
2141,he kept ice cream in the cup to eat
2142,He drove a motorcycle to his Mom's house.
2143,Swords are used for killing people.
2144,She drove her car to work
2145,She folded her handkerchief neatly
2146,She drank lemonade from a glass
2147,The sun comes up in the morning
2148,I sat on the sofa after lunch
2149,He threw the ball
2150,he was polishing his shoes with shoe wax
2151,A birthday card is a nice way to acknowledge a person's birthday
2152,"He took his pregnant wife, who was in labor to the hospital."
2153,"My car broke down on the way; therefore, I hired a taxi"
2154,The water in kitchen sink is not drained as it is clogged
2155,I am going to the airport to catch my flight.
2156,The children built a giant sand castle when they were at the beach.
2157,She brought a packed lunch to school.
2158,Cell phones are used to make call
2159,A rocking chair can rock back and forth.
2160,he was sent to a prison by the police for the crime he did
2161,She walked her dog at the park
2162,He woke up to find himself lying on a bench in the park
2163,Sarah put roast beef in the fridge to eat later.
2164,He parked the car in the garage.
2165,She came to dance class in a t-shirt
2166,In the book people live on an island.
2167,Towel is a piece of thick absorbent cloth or paper used for drying oneself or wiping things dry
2168,I went for a run this morning in the park.
2169,He saw a bird in the sky
2170,he put vegetables in the refrigerator
2171,he bought a dog.
2172,He stares at the screen to watch the movie
2173,You often find feet in shoes
2174,I put the plates in the dishwasher.
2175,I ate sausage and eggs for breakfast
2176,We went wine tasting at a winery
2177,He bakes cake in an oven
2178,He is running on the tread mill in the gym
2179,He threw the ball
2180,Cans can contain soda inside of them.
2181,"Mike put apples on the table, for snacking."
2182,She met her brother at a fancy restaurant.
2183,he was sent to a boarding school for his in disciplinary actions
2184,Vegetables grow in a garden
2185,You can bake with an oven.
2186,Cows are good for milking.
2187,Sara put chicken in the refrigerator.
2188,A computer has a mouse
2189,He put milk in the fridge
2190,The local newspaper had a story about the local fair.
2191,He carried his dog when he crossed the street.
2192,He rode a bike to work.
2193,He went to vegetable market to buy vegetables
2194,He put a tomato in his backpack.
2195,Someone ate my jellybeans.
2196,Biting your nails can cause your fingers to bleed.
2197,girls wear a bra to provide support for their breasts.
2198,Cars can drive faster than bicycles.
2199,The hare hops along the road.
2200,if water boils we will make noodles
2201,The quarterback tossed the ball at the beginning of the play.
2202,His new shoes are made of leather.
2203,He drives a car.
2204,He rode bike on the road
2205,He threw his food waste into the trash
2206,The cat ran into the wall
2207,He cut the grass with a lawn mower.
2208,She baked a ham for dinner.
2209,People go to work to earn money
2210,He put bread into the toaster.
2211,My dog likes to eat bell peppers when I cook
2212,Lemon has a sour taste
2213,He took a bath with soapy water to get clean.
2214,He handed the phone to Jim.
2215,The towel was dry
2216,A ball bounced off the wall.
2217,He likes to eat food.
2218,Computers are kept in dry locations.
2219,he proposed to a beautiful  girl with a diamond ring
2220,She bought an outfit to go to the club to dance and meet people.
2221,I sleep in my bed every night
2222,She went to the store to buy some coffee.
2223,"He knew that if he worked more hours, he would have more money"
2224,the dog had fun in the park today
2225,I baked an apple pie for dessert.
2226,He hit the ball with the bat
2227,The waves were crashing on the shore
2228,We spoke to the bird
2229,I drank coffee this morning.
2230,She put gas in her motorcycle to drive to work.
2231,"Christopher Columbus sailed to North America with three ships: the Santa Maria, the Pinta, and the Nina."
2232,A baby wears diapers.
2233,light is coming through closed glass window.
2234,Johnny ate an apple as his snack.
2235,He wears a coat in the winter
2236,The geese flew south for the winter.
2237,A clothing closet is for hanging up your clothes.
2238,He chopped the tree with his axe.
2239,He got in his car to go to work.
2240,Something you will find on a chess board is a queen
2241,She put the baby in the bath
2242,A clown came to my child's birthday party yesterday.
2243,She put the call on hold.
2244,He drank coffee to wake up.
2245,Helmet is a thing which we wear on head
2246,I bake my pie in the oven
2247,he put some cattle in a ranch
2248,there is a person on the bed
2249,The woman walked through the doorway
2250,People eat chocolate
2251,he bought a dog.
2252,He threw a baseball at her.
2253,Tom has bought a house which has six rooms
2254,he jumped rope
2255,he cries while he is chopping some onions
2256,the earth rotates around the sun
2257,The woman went swimming in the lake.
2258,The ostrich is at the zoo.
2259,A left shoulder is part of a trunk
2260,Three is more than two.
2261,He got on a plane and flew to his destination.
2262,The kids are getting on the schoolbus.
2263,They bunk classes to hang out with friends
2264,I AM GOING TO TEMPLE FROM MADURAI
2265,She jumped over a puddle.
2266,There are many fish in the sea.
2267,He ate tomato soup with a spoon
2268,Petrol is often used as a fuel
2269,A word is comprised of letters from the alphabet.
2270,She is asking for a vacuum cleaner for Christmas
2271,my brother goes to sleep after eating dinner every day.
2272,She cooked frog legs for the appetizer.
2273,I stopped eating a lot of food to lose weight.
2274,She replanted the flowers into a larger pot.
2275,He went to McDonalds to eat a hamburger
2276,The color green is a combination of yellow and blue
2277,Watch is a small timepiece worn typically on a strap on one's wrist
2278,Something you find at a internet cafe is a computer
2279,She drives a red vehicle.
2280,The cat ate a treat
2281,Small dogs can fit in a handbag.
2282,Person wants to be happy.
2283,He bought milk for his cat and kept in the fridge
2284,He cooked his hamburger on the grill.
2285,Roger throws a ball for his dog.
2286,Using a BBQ I made BBQ food
2287,He used a key to unlock the door
2288,The dog ran after thr red ball
2289,I put gas in my car
2290,The cats live in the shelter
2291,she brushed her teeth with toothbrush
2292,He Parachuted out of the plane safely to the ground
2293,she went to a dentist to check her tooth
2294,she put shoes on her feet
2295,give me more sheeps
2296,She brought a new fish for her fishtank
2297,he was sent to a clinic for treatment after an auto crash
2298,He turned on the computer
2299,She put her phone on the chair.
2300,You are likely to find a lawyer in court
2301,The American went to Europe by airplane.
2302,A hurricane is a swirling mass of air and water.
2303,He put a chicken in the fridge.
2304,People can read books.
2305,He eats a hot dog for dinner.
2306,Water is wet
2307,He eats an egg every day
2308,He ran over a turkey
2309,He ate a bag of chips for lunch.
2310,He put celery and carrots for the guniea pig in the fridge.
2311,he was admitted in a hospital after a heart attack
2312,dogs like to chase cats
2313,I threw a baseball to the catcher.
2314,The girl played on the swings at the park.
2315,News paper is a printed publication consisting of folded sheets and containing news
2316,he cooked the potatoes
2317,She went flying above the clouds in a plane.
2318,He played the record on the record player.
2319,The car drove quickly down the road.
2320,I drink water in the morning
2321,The grocery store has chicken on sale.
2322,Movies can be stored on dvds
2323,Smoking may cause cancer
2324,I wash my clothes in the washing machine
2325,She kept her umbrella outside before entering a public toilet
2326,Violins are used to play music.
2327,He drives a car.
2328,he buys a house to live with his family
2329,She bought a cake for dessert
2330,I am afraid of drowning while swimming
2331,You would read to your children because you want them to learn to read.
2332,I listened to the song on the radio.
2333,Lava comes out during volcano
2334,Buses carry people to their destination
2335,She rides the bus to school everyday
2336,She cooked bacon in the pan.
2337,Soccer is a sport
2338,The soda comes from a can
2339,Ham is a popular sandwich filling
2340,She wrote in her diary with a purple pen.
2341,She parked the car in the garage.
2342,Spaghetti is often served with tomato sauce.
2343,The boy jumped into the pool
2344,She took the cat to the vet.
2345,The man sat down in the chair
2346,The room was dark so I turned on the lamp.
2347,I plan on taking a vacation to New York.
2348,Fathers must nurture their children for them to develop normally.
2349,Cheetahs are faster than Wolves
2350,Needle and thread are used for hand stitching
2351,he bought bones for his dog to eat
2352,He changed the channel on the TV.
2353,I bought a new hat to wear this winter.
2354,He put a goldfish in the toilet.
2355,He wrote a note with the pen.
2356,"Tomato is a glossy red, pulpy edible fruit that is eaten as a vegetable"
2357,She found her house keys in the washing machine
2358,peaches are juicy and sweet
2359,he was sent to a hospital for treatment after a car crash
2360,"Romulus and Remus founded Rome 5,000 years ago."
2361,She rode her bike to school.
2362,He shouldn't have eaten the lunch
2363,Five people walked into a forest at night
2364,he bought a cow.
2365,The boy promised to share his cookie with his sister.
2366,She fed the baby a warm bottle.
2367,The little girl was carrying a basket on her head
2368,Pens are used to write something down.
2369,He drank a cup of water
2370,Some giraffes live in the serengeti.
2371,I'm cooking a lasagna for dinner
2372,I am hungry because I did not eat food
2373,A person wants a crispy potato chip
2374,The moon revolves around the earth
2375,Diarrhoea is often caused by bacteria.
2376,I put some eggs into the omelete.
2377,Coffee is made from coffee beans.
2378,Airplanes can fly quickly.
2379,He saw his bike reflection in the water
2380,Cars drive on roads
2381,My sister eats cheese with dinner.
2382,Skis and stocks are used for skiing.
2383,He kept books on the book shelf
2384,He plays volley ball everyday.
2385,The person walked over to the tree.
2386,my sister eats an an orange after lunch every day
2387,Eating too much fast food is unhealthy.
2388,She asked the Police Officer for directions to the Zoo.
2389,He drank a bottle of water.
2390,She open the window and let some fresh air into the room
2391,It was windy so they flew a kite.
2392,They took the car into the parking
2393,Fire is hot
2394,My Aunt eats bacon for lunch.
2395,Chips go in a bag
2396,"Pies and cakes are usually made with flour, eggs, sugar, and butter"
2397,She went to the hair salon for her hair appointment.
2398,she put the candy in the jar
2399,Eraser is used to rub out something written by carbon pencil
2400,"Bottle is a glass or plastic container with a narrow neck, used for storing drinks or other liquids"
2401,Generally a motor cycle has two wheels
2402,Most people sleep on beds
2403,Roger likes to write important dates in his journal.
2404,Difference between a pen and a pencil is that a pen has ink in it
2405,He prepared a document using a computer
2406,usually summer is hot
2407,Many people live in Canada.
2408,Use the keys to start the car.
2409,He talked to her using a mobile phone
2410,My mum is watching a film
2411,He lives in an apartment
2412,he cooked chicken in the oven
2413,The quarterback threw the football to the receiver.
2414,He placed the eggs in the fridge
2415,I blew my nose into a tissue.
2416,She put her clothes in wardrobe
2417,She put oranges in the fridge.
2418,The patient and the doctor talked
2419,Every person has a brain.
2420,The turkey flew into the woods.
2421,She plugged the charger into the phone.
2422,You can catch more flies with honey.
2423,Jogging is good for your health
2424,He ate a potato.
2425,She drove her car to work.
2426,This hat cost ten dollars
2427,He put a diamond ring on her finger.
2428,The girl took her dog for a walk.
2429,You shall study to be best in the proof
2430,I am driving the car
2431,Fish can be found in rivers.
2432,Josie took a nap
2433,You are trying to find a lemur in lemur land
2434,Tomatoes are grown on farms and in gardens.
2435,He cooked a chicken in the oven
2436,plants require light
2437,The girl walked into the living room.
2438,He put the food in the microwave to heat it up.
2439,The man ate the apple with a fork.
2440,He ate a cheeseburger with his hands
2441,a monkey eats banana
2442,she has a vagina
2443,"Our tongue helps us eat, taste, and talk"
2444,He took his son to the circus to celebrate his birthday.
2445,A wheel is a round object
2446,He lit the match on fire.
2447,Chair cushions are made of foam.
2448,We bought a toy for the dog.
2449,Mirror is a material which reflects a clear image of objects
2450,My friend was riding a bike on the street
2451,Man is running fast on jogging track
2452,"Knife is an instrument composed of a blade fixed into a handle, used for cutting"
2453,The pet store was selling snakes.
2454,Lava is coming out from mountain during volcano
2455,He wrote with a pen on the paper
2456,he opened the coke with the opener
2457,They listened through the headphones
2458,A card is for business
2459,She poured her coffee into a cup.
2460,He smokes cigarettes
2461,The man ate the chicken
2462,Couches are for sitting
2463,I put the dog in the dog house.
2464,he switched on the television to watch a horror film
2465,She went to the market to buy milk
2466,boiled vegetables are for weight loss
2467,Cars can drive faster than a toy car.
2468,You should put paper in the recycling bin
2469,Fish swim in the ocean.
2470,He walked on the sidewalk near the road.
2471,She fed her cats the tuna for their dinner.
2472,He placed a clock on the mantle.
2473,He filled the gas tank of the car.
2474,I am inside my house
2475,You should put your dirty clothes in the washing machine.
2476,I went swimming at my uncle's house
2477,he was taking bath in the bathroom
2478,A footballer can kick a ball
2479,you are likely to find a whale in the ocean
2480,I enjoy reading book in a quiet and peaceful place
2481,You wear shoes on your feet.
2482,My dog sleeps in a bed
2483,He put the cat food in the cat's bowl.
2484,I went to the cinema with friends
2485,Drinking an entire bottle of wine is usually a sufficient condition for getting drunk but not a necessary one.
2486,The babies first word was momma
2487,She goes to the library to find a quiet place to read
2488,The world has many people in different countries
2489,They drove in the car together to the beach.
2490,he posted the letter in the post box
2491,She rode a bus to school because her car did not work
2492,deer are herbivorous animals
2493,If I drop a wine bottle from 15 feet in the air onto concrete it will break.
2494,Religion has caused a lot of wars
2495,She roasted a chicken for dinner.
2496,I was visited by my uncle today and we had dinner together.
2497,A battery is part of a motor vechile
2498,The computer has electricity to power it.
2499,his bike tire was round
2500,the kid started crying to get chocolate
2501,Running is a form of exercise.
2502,The friends liked to eat tacos.
2503,Parrot is a beautiful bird
2504,Many people enjoy eating chicken for dinner.
2505,Money doesn't grow on trees
2506,The filing cabinet under the window contains insurance files.
2507,he married a girl in the marriage hall
2508,He flew an airplane over the city
2509,The woman went to sleep in her chair.
2510,The dragon had no scales on its belly.
2511,Wheat grass is a healthy food.
2512,I cut the steak with a knife.
2513,A toy needed batteries so I put some into the toy
2514,he poured water for plants
2515,The girl rode a horse around her property.
2516,He took off his clothes for his bath.
2517,You go to the doctor if you get sick.
2518,I didn't eat the turkey in thanksgiving because I don't like turkey meat
2519,He sand with his voice.
2520,A machine can learn
2521,The man put the chicken in the oven.
2522,The eagle flew over the Mouse and caught it.
2523,he cleaned his house with vaccum cleaner
2524,I like to play computer games
2525,Food is often prepared and eaten in the kitchen.
2526,he opened his room door with key
2527,You get milk for your use from a cow
2528,he took bath with a new soap
2529,John ate a sandwich
2530,A man walked to his house.
2531,He brushed his teeth with his toothbrush.
2532,he poured water to set the fire off
2533,Dogs can make great companion animals.
2534,"If I have any money, I would lent it to you"
2535,The fire was made of flames.
2536,he went to lawyer to file a legal case
2537,She lauged at the joke.
2538,A shooter can fire a gun
2539,John likes to eat cereal for breakfast.
2540,My brother  eats an fruit after a dinner every day
2541,He used a fishing pole to go fishing.
2542,walking is more restful than running
2543,NASA sent a man to the moon.
2544,He eats Bread in breakfast
2545,The boy put a shoe on his foot.
2546,Jeff stole a diamond.
2547,it is important to arrive on time for a job interview
2548,he was flying the kite in the sky
2549,The woman put on running shoes to go running.
2550,He put his jacket in the closet.
2551,he wore running shoes to participate in marathon
2552,A door is larger than a stapler
2553,He is shaving his beard with a razor.
2554,"He posted a parcel to his friend, but it never arrived."
2555,The movie was played on the tv which sat on the tabletop.
2556,"If you touch a fire, you get burned"
2557,the water becomes hot in summer
2558,take that pen and write down your number
2559,people eat bread
2560,I grind coffee beans to prepare a cappuccino
2561,I'm going to buy pasta
2562,I took the dog for a walk.
2563,he was fishing with the fishing net
2564,The man waited for the bus at the bus stop.
2565,My friend read a book to her daughter.
2566,Desk is a piece of furniture with a flat or sloping surface and typically with drawers
2567,He cooked a steak on the grill.
2568,The vegan ate 1kg of salad
2569,She eats strawberries everyday
2570,She used bananas to make the banana bread.
2571,Only birds can fly
2572,Movies that have a traditional story arc tend to have better ratings.
2573,He put ice cream in the freezer.
2574,I took my backpack to school.
2575,Criminals have not been seen in hideouts nowadays.
2576,he took torch as it was dark outside
2577,If you want to borrow a book then you should go to a library.
2578,Maria has eaten a hamburger
2579,He can make a bookcase with wood.
2580,She walked to the store.
2581,the guy was playing game on the mobile phone
2582,SHE BRUSHED HER TEETH
2583,I sat on a chair.
2584,He rides a scooter to get to work
2585,"He felt pain in teeth , so he went to dentist hospital."
2586,He went to the ice cream shop to buy ice cream
2587,I do this task because it is interesting.
2588,A popcorn machine makes popcorn.
2589,he played in the beach with the waves
2590,She drove her car to the store.
2591,It was dark so he turned on a light.
2592,She kicked the door.
2593,you can kill a cow by slicing its neck with a knife with your hands
2594,You are likely to find water in a toilet
2595,He studied by reading a book.
2596,They parked the car in a parking spot.
2597,She set in the corner of the room.
2598,My Brother eats an orange after Lunch every day
2599,he bought the apples and kept inside the bag
2600,He washed the car window.
2601,The man drank some tea.
2602,he bought a new television to watch movies
2603,My house has comfortable furniture.
2604,When the rain starts people unfold their umbrellas
2605,A cat is a good pet for a human.
2606,He drove the car through the road.
2607,You should listen to your parents
2608,after going to toilet we need to wash our hand
2609,He kept a book on a table
2610,I use a computer to play videogames
2611,He wore a belt to hold up his pants up.
2612,He turned the videogame on
2613,The young boy put a marble in his nose.
2614,"The first time I went to a concert, I enjoyed the music"
2615,Suzie loves her teddy bear
2616,I called him on my telephone.
2617,the baby put chocolate in his mouth
2618,he usually drinks water after sport
2619,He gave his mom a hug.
2620,The local farmer's market is a good place to buy fresh fruit and vegetables.
2621,If you want to buy a used car you should check the parts
2622,Jane doesn't like watermelon because it has too many seeds
2623,Cars must stop at a red traffic light.
2624,The boy skipped a rock across the water.
2625,He folded his clothes and put them in the drawer.
2626,I have a desk made of wood.
2627,I pulled my camera out of my pocket to take a picture.
2628,Polar bears are rare
2629,The woman believes in UFOs.
2630,An exercise someone can do is skipping
2631,The lion has hunted the zebra in the jungle.
2632,the officer shot the bankrobber in the leg
2633,He gave a banana to the monkey
2634,he bought headphones to listen to music in his phone
2635,she applied lipstick on her lips
2636,"When two people start dating each other, they can get married"
2637,He is driving his car.
2638,A folder is used to store homework.
2639,He checked time in his mobile phone
2640,She couldn't chew properly because her tooth ached.
2641,Cities have a lot of people in them.
2642,I kissed my wife on her lips.
2643,he ate a entire apple
2644,The sun rose in the morning
2645,He drank milk in a cup
2646,Cats like to hunt mice
2647,Jack pet the dog
2648,the rooster crows every morning
2649,Many people in the marina live aboard their boats.
2650,he ate an apple as a snack
2651,I chose to go to work today wearing dress clothes.
2652,he cleaned the room with the broom
2653,The blind can not see.
2654,The man walked down the street.
2655,Gold is expensive
2656,He ate chocolates
2657,He drank orange juice out of a glass.
2658,He put the leftovers in the fridge to save them for later
2659,a rabbit was eating carrot
2660,he brushed his teeth with toothbrush
2661,he washed his hands after eating food
2662,I will fly in a plane tommorrow.
2663,She used her right arm to lift the box.
2664,You can know the news if you watch television
2665,He wrote on the paper with a pencil.
2666,I went to work at an office.
2667,People kill people.
2668,The bird ate the fruit of the tree.
2669,I put the dirty laundry in the washing machine.
2670,The tree grew from the ground.
2671,an addiction to tobacco would make you want to smoke
2672,There are no clouds in the sky today.
2673,He went to sleep on his bed.
2674,"If you pour oil into water, it floats"
2675,he bought a new fish tank for his fishes
2676,The football player caught a football.
2677,Rain is wet.
2678,The flowers bloomed in the spring.
2679,I used my computer to buy a game.
2680,If you play chess it is not a lunch break but you are doing something.
2681,She went fishing and caught a fish.
2682,he wrote something on the note with his pen
2683,he played chess in his room with friends
2684,My father married my mother in the church
2685,the child looked at the stars in the sky
2686,he turned on fan as it was hot
2687,he closed the door of the window
2688,he was playing games in his mobile phone
2689,She travelled to work on a bike.
2690,You use frying pans to cook eggs.
2691,High school can be done after completing middle school.
2692,At the driving range you hit golf balls.
2693,They advertised the farm using a picture of a duck
2694,Something you will find in an office is a computer
2695,A man sat down in the chair.
2696,he bought gloves for his hands
2697,The birds can fly
2698,He played guitar with his fingers
2699,The rancher put the horse in the barn.
2700,I ride my bike on the road
2701,My son was crying so I hugged him.
2702,She went for a hike in the forest.
2703,"In order to legally hunt, one must talk to their local governing agencies."
2704,She paid for her groceries with cash.
2705,He typed his essay into the computer
2706,he took his dog to a vet
2707,He microwaved his food to warm it up.
2708,The red rose was beautiful.
2709,She put the bear fur coat in the cupboard.
2710,He  gave a carrot  to a rabbit
2711,Movie theaters are good places to meet friends.
2712,He pour water into the bottle
2713,He ate eggs for breakfast
2714,He placed a coin in the vending machine.
2715,Paul likes the train
2716,The woman checked her email on a computer.
2717,A steering is used to navigate vehicles
2718,The man was overweight so he began to exercise.
2719,He was sent to a hospital for treatment after a fire accident
2720,I drank water out of a glass at dinner.
2721,a theme park is a fun place to pass the time
2722,He washed dishes in a sink.
2723,he was sent to jail for stealing
2724,She cut the cake with a knife.
2725,he ordered phone from online shop
2726,he sits on the sofa
2727,He put the tomato sause into the cupboard.
2728,The woman slept in her bed.
2729,He drowned in the lake
2730,I need a mechanic to fix my car.
2731,She smelled the cheese.
2732,I drove my car today.
2733,he gave his cat some milk
2734,he uses his phone to call his mother
2735,He hit the baseball with a baseball bat.
2736,My mother gave birth to me.
2737,Bob grew some plants in his garden.
2738,MY SISTER EATS AN APPLE AFTER BREAKFAST EVERYDAY
2739,The tree is 20 feet tall
2740,There is some lunch meat in the fridge.
2741,He went on a date with this girlfriend.
2742,The weather is very rainy today.
2743,The fire was stoked with firewood.
2744,he trimmed his beard with trimmer
2745,he was living in his house
2746,He took his broken laptop to the service center
2747,He drove the car.
2748,The earth is round.
2749,he went to the airport to catch the flight
2750,I put a clock in my bedroom.
2751,He checked out a book on World War II tanks at the library.
2752,She went around the apartment building to get to the zoo
2753,he saved money in the bank
2754,he wore the shoes in the legs for walking
2755,If you want to fish you should go to a lake or ocean
2756,He is writing with a pen on his notebook.
2757,I took a shower
2758,Bees drink nectar from flowers.
2759,The weapons of medieval soldiers included spears.
2760,Swimming is very good exercise.
2761,The pitcher threw a baseball to the catcher.
2762,I put ketchup on my burger
2763,There is a dog in the backpack.
2764,He swallowed a pill.
2765,Some people ride Horses for fun.
2766,He put his clothes in his dresser
2767,We bought a tiger.
2768,The farmer milked the cow.
2769,She bought a sandwich from the deli.
2770,She loves drinking milk everyday
2771,The fish swam in water
2772,I frequently go on vacation.
2773,The child was reading the book with his eyes opened.
2774,He smoked a cigar.
2775,Snow falls from the sky when it is cold outside.
2776,There are five fingers on your hand.
2777,She used water to put out the fire
2778,He rides his bike to school.
2779,Mark puts a box in his bicycle's trunk
2780,An airplane flies in the sky.
2781,I went shopping for clothes.
2782,he gave the dog a bath
2783,He set a plate on the table.
2784,She ate an orange.
2785,Boats are used for sailing on the sea.
2786,I brought a cat that barked.
2787,Working out is challenging.
2788,He drove his car with his hands
2789,My mom has coffee in her coffee mug.
2790,I got into my car to go to work.
2791,Bananas go in smnoothies
2792,A fish swims in water
2793,She wore a skirt.
2794,I flew a plane last year.
2795,the car went into the shop
2796,The captain steered the ship around the  rock.
2797,There are buttons on his shirt
2798,He took the cat to the vet when it was sick
2799,He  wiped his body with a towel
2800,I will play the song on my piano.
2801,Some people like carrots in their stew.
2802,A cow is eating grass
2803,Four of us can play the xbox 360 together because it can connect 4 controllers
2804,James put pork chops in the refridgerator for later.
2805,The sky is blue.
2806,The turkey must be cooked for two hours.
2807,A clock is a mechanical or electrical device used for measuring time
2808,Four people can play simultaneously on the xbox 360 with four controllers
2809,He broke the pencil with his hands
2810,Key is a small piece of metal which is inserted into a lock and turned to open or close it
2811,Students go to school everyday
2812,A guitar has 6 strings.
2813,Dogs are a man's best friend.
2814,Kobe Bryant played basketball for the Los Angeles Lakers.
2815,a bus station is a place you find busses
2816,He saw an buffalo on the prairie
2817,The sun is a star
2818,A dalmatian has spots.
2819,The table is made out of wood
2820,The grown man slept in a comfortable bed.
2821,They heard the bell.
2822,Players play with a football.
2823,Dinosaurs are extinct species.
2824,She put the pot into the oven.
2825,She watched the show on tv.
2826,I ate a pie.
2827,climbing a mountain requires physical fitness
2828,Pressing the light switch on illuminates a dark room.
2829,He brewed his coffee and added sugar and milk
2830,He carried a cup.
2831,The teacher asked her students to sharpen their pencils using the pencil sharpener.
2832,My father told me to study hard to get good grades.
2833,He jumped up and gravity pulled him back to the ground.
2834,He ate a taco.
2835,He lifted the trumpet to his lips and blew into it to play music
2836,He ran a race.
2837,Steel is a man-made material.
2838,They baked an apple pie
2839,He watched the show on a tv
2840,Cows chew cud
2841,A monkey climbed a tree
2842,There is soda in the can
2843,The girl ate a sandwich for lunch.
2844,She walked around the large rock
2845,The man bought some apples from the grocery store.
2846,A quarter is circular.
2847,Light is an indispensable factor for photosynthesis to be performed.
2848,He put the shampoo in the tub.
2849,He played ball.
2850,She drank milk.
2851,I like to play soccer because I am good in kicking the ball
2852,A cat can hunt mice
2853,He charged his phone with the charger
2854,He let his wife drive his car.
2855,She painted her hair
2856,I put a hat on my head
2857,clippers is for keeping your nails manageable
2858,I eat pancake
2859,"Scissors is an instrument used for cutting cloth, paper, and other material"
2860,Pyramids are in Egypt.
2861,I put shoes on my feet
2862,The tree's leaves had turned brown.
2863,Johny eats dinner out of a plate
2864,I like to wear hats
2865,I DROVE MY CAR TO THE GAS STATION.
2866,Running is a good way to exercise
